permutation,seed,vmse
217,505,5.107750145029493
218,101,6.091493546973027
218,202,3.1578009423106113
218,303,5.222184243508348
218,404,2.7065008443795193
218,505,4.018488227672992
219,101,3.2754236404020567
219,202,3.268808674062408
219,303,3.3040763099727957
219,404,3.7482391958834733
219,505,3.5931518317292634
220,101,2.375018675671776
220,202,2.193127086974449
220,303,3.7821961368533343
220,404,2.6266500385083975
220,505,2.2065101691094733
221,101,1.5794688959245167
221,202,2.161980583135956
221,303,1.8057966170357598
221,404,1.6795995375320585
221,505,1.5099790885304776
222,101,2.01694755271094
222,202,1.719015357056064
222,303,1.6105839073704227
222,404,1.2656735538347659
222,505,1.3601592166667158
