permutation,vmse,vmse_std_across_seeds,n_seeds
160,2.8006050829391915,0.33877873777241996,5
161,4.055537308696686,0.3599418184055424,5
162,2.3204114313670736,0.3389288008332546,5
163,3.4682979058003056,0.2729841765050661,5
164,3.0919682410531157,0.1857597914799473,5
165,4.439427945939429,0.4603365501166085,5
166,1.1223967532278643,0.08140790630725706,5
167,3.1287448610597233,0.33418454957593857,5
168,1.8143617543548423,0.20788296167330117,5
169,2.730844896592991,0.3431066945020057,5
170,2.6220721558827114,0.14525984874554165,5
171,4.149604717131871,0.3376235665544025,5
172,1.6085159983052872,0.17187353403518651,5
173,3.072232315617755,0.569258630284155,5
174,3.4370113513802565,0.5360351982479631,5
175,1.5302571704964751,0.07185480669654111,5
176,1.7082347096193264,0.13403947258570403,5
177,2.6929608255712454,0.17425569899683396,5
178,3.4273858283496983,0.25876297916144836,5
179,4.252812197160752,0.7319084425282445,5
180,2.299394756396467,0.22880216181594276,5
181,2.4219007359054445,0.34596104945578615,5
182,3.72379555444069,0.4635180124532881,5
183,3.299166466757447,0.31496457112047593,5
184,3.7295193154382376,0.8271678479868775,5
185,3.690764188704185,0.4387652303167205,5
186,2.896668766807705,0.40045954374378084,5
187,1.3389263553245954,0.18658025741795822,5
188,3.5061905317168383,0.6427688367601562,5
189,1.385633579501882,0.11812515273660294,5
190,1.8894899750566192,0.12820164993552197,5
191,2.269590946340123,0.7378583641825972,5
192,2.919210548010527,0.4388503777283285,5
193,2.389344598512407,0.2787041288211324,5
194,2.976557766500014,0.3654702507887756,5
195,1.8883749880348588,0.12933832723097324,5
196,1.7143028050213254,0.23123795590740526,5
197,1.415469261160451,0.1290088788256132,5
198,3.8227542999086808,0.3561913162296414,5
199,5.878627811939013,1.1440799742597063,5
200,4.456800008462484,0.4608704958799543,5
201,4.196503080788068,0.7525466822137071,5
202,3.2332127750036745,0.2383020588861042,5
203,2.9687797228909103,0.4034585209343669,5
204,4.840287731118735,0.586615632153165,5
205,1.5824535317905546,0.20648546870054368,5
206,3.0548810632870387,0.25881501458039613,5
207,1.3703679890761546,0.10931817816477109,5
208,4.727998031876413,1.2240845098780568,5
209,3.123991602563408,0.33104989866584444,5
210,1.792734349438922,0.15739310791434322,5
211,4.6667873949705285,0.7197268413313916,5
212,2.073216179499986,0.30596617980225177,5
213,4.983430255808701,0.668674283829605,5
214,2.121481798701791,0.16254521187902105,5
215,1.5170457219987412,0.10953331743808675,5
216,4.461105889898706,1.123418957285236,5
217,4.449715498060382,1.012241229661047,5
218,4.2392935609689,1.2621056749282353,5
219,3.437939930409999,0.19662795515019452,5
220,2.636700421423486,0.5937271657158317,5
221,1.7473649444317538,0.22997985402204374,5
222,1.5944759175277818,0.26730773746438746,5
223,2.399588872366283,0.332578157848341,5
224,3.748114168194367,0.40292331803387543,5
225,3.0579379459265796,0.17676771927875476,5
226,1.594424212732621,0.17435459202242864,5
227,3.276923383010318,0.35102617072596065,5
228,3.948594435103586,0.7197213207128432,5
229,5.016376464651358,0.6292731636742649,5
230,3.0193718575546344,0.1587691735833234,5
231,2.2828112854736546,0.3987016985644343,5
232,2.2832002144068495,0.5359776590621286,5
233,2.6670395823234747,0.47776456231487,5
234,2.4234097729063686,0.5316949097182735,5
235,3.335472471877332,0.509338483984019,5
236,3.203522735951519,0.2551844318141202,5
237,2.2073600333958256,0.4457471419326949,5
238,2.897444345373125,0.2151169878280445,5
239,4.448568331643155,0.9769300226980007,5
240,2.2275842784323645,0.30970974216845115,5
241,5.043555669317313,0.770682808031514,5
242,3.019605330672942,0.16052905391606867,5
243,2.3614725761171487,0.38017614860216464,5
244,3.2371771064292503,0.3258093559415254,5
245,3.6773887614027245,0.6250177229154612,5
246,4.733134472946852,0.676537671779012,5
247,3.688191757626781,0.5883412747851905,5
248,2.552442690082247,0.3512442363615631,5
249,2.1224048104906106,0.2879353614488098,5
250,1.5246430823814259,0.1646638553371808,5
251,2.9858757003215075,0.25254430936239886,5
252,2.4409135014420924,0.2094002096625135,5
253,3.319116477694705,0.2591028298542754,5
254,4.763130833134722,0.8903500107414172,5
255,3.5802625386627556,0.18436620441882487,5
256,3.5398022391191546,0.45742381087701195,5
257,1.359662392257214,0.0985904456952205,5
258,2.0104471192379405,0.28443615086355795,5
259,2.456925301038643,0.4762138873122798,5
260,2.5792946889748922,0.44256661530453645,5
261,5.5101301605121344,0.4705668779166871,5
262,1.9668251089707354,0.23342082235594042,5
263,2.2708258462143722,0.23675437741673505,5
264,4.464520128395461,0.4601366435006926,5
265,2.4088833131696683,0.20243571568563562,5
266,3.72651557685757,0.4088176638104647,5
267,3.365481745720383,0.22984206140878344,5
268,3.9417004705063654,0.2616276681512493,5
269,2.3428990845289412,0.2705366220973465,5
270,2.450199389846843,0.2758251026253291,5
271,4.70490527431987,0.7899101364333541,5
272,2.149378475046518,0.1852850332975765,5
273,4.334374563403447,0.6780788467446551,5
274,2.085546852974434,0.18017196032197194,5
275,1.7056580891125808,0.08690067885416279,5
276,2.676168361047975,0.23673991797130828,5
277,2.9399524297488644,0.26614152411921976,5
278,2.6527013284876686,0.43119757203883435,5
279,2.5209436533484917,0.30028703925079725,5
280,2.766486575605538,0.3425787698937528,5
281,2.2454076603156077,0.11363301922364753,5
282,1.7349449595148383,0.16405497291148524,5
283,3.0889704619147014,0.2706977786901687,5
284,3.2984301991492764,0.15471177992443785,5
285,2.786293756899301,0.11566043815059533,5
286,4.2052085452053465,0.5165355250714782,5
287,2.055116765195017,0.24660849124952017,5
288,3.7768075439364273,0.6122288084192707,5
289,2.995373367673417,0.20483301973701418,5
290,4.362007163815983,0.8821935583968767,5
291,2.646539539045727,0.22393838042447797,5
292,3.748580494481537,0.20738566976414408,5
293,2.7859918434272717,0.3630650376280237,5
294,3.978858505988908,0.48876219730416703,5
295,2.0718627544869976,0.20465955676467198,5
296,2.5759773902658294,0.17188883181396183,5
297,2.8453308480943575,0.193838548073543,5
298,5.480954629047304,0.918771482018261,5
299,1.2912885392431488,0.06591841278470521,5
300,2.1450836619927967,0.2506838094759699,5
301,3.6768255343462526,0.5085485861258349,5
302,2.354671872036689,0.31810611254012977,5
303,2.5756541551204863,0.18876867329067518,5
304,2.368435152680056,0.10212645671671793,5
